x	u	v
6.02516899454703	0.967549977061247	0.252998054838547
6.0725159027661	0.978444159974723	0.206903978248213
6.11986280107159	0.987143718375739	0.160345770807011
6.16720968946351	0.993629137912277	0.113427861557035
6.21455656794188	0.99788587050512	0.066255486367414
6.2619034365067	0.999904366977898	0.0189344518919247
6.309250295158	0.999680098474661	-0.0284291017535056
6.35659714389578	0.997213566616965	-0.0757289390610948
6.40394398272007	0.992510302377685	-0.122858967415315
6.45129081163086	0.985580853674106	-0.169713475056346
6.49863763062819	0.976440761708125	-0.216187368189132
6.54598443971205	0.965110526106643	-0.262176406706203
6.59333123888246	0.951615558940358	-0.307577437995551
6.64067802813945	0.935986127724086	-0.352288628309134
6.68802480748301	0.9182572875265	-0.396209691173055
6.73537157691317	0.898468802341537	-0.439242112327101
6.78271833642994	0.876665055897884	-0.481289370689123
6.83006508603332	0.852894952106578	-0.522257154848625
6.87741182572334	0.827211805370033	-0.562053574603996
6.92475855550001	0.799673220998545	-0.600589367068909
6.97210527536334	0.770340966002497	-0.637778096885608
7.01945198531334	0.739280830550089	-0.673536350096009
7.06679868535004	0.706562480401345	-0.707783921235785
7.11414537547343	0.672259300649394	-0.74044399323179
7.16149205568354	0.63644823111952	-0.771443309699332
7.20883872598038	0.599209593795176	-0.800712339252834
7.25618538636396	0.56062691265805	-0.828185431461369
7.3035320368343	0.520786726346292	-0.853800964099254
7.35087867739141	0.479778394051097	-0.877501481361446
7.3982253080353	0.43769389508702	-0.899233822733742
7.44557192876598	0.394627622585594	-0.918949242228731
7.49291853958348	0.350676171774981	-0.936603517720075
7.5402651404878	0.305938123320556	-0.95215705012989
7.58761173147895	0.260513822212369	-0.965574952246779
7.63495831255696	0.214505152695451	-0.976827126975293
7.68230488372183	0.168015309747783	-0.985888334841336
7.72965144497358	0.121148567618489	-0.992738250602112
7.77699799631222	0.0740100459454324	-0.997361508833644
7.82434453773776	0.0267054739767828	-0.999747738393634
7.87169106925022	-0.02065904657459	-0.999891585682371
7.91903759084961	-0.0679772795119923	-0.997792726649538
7.96638410253594	-0.115143092437274	-0.993455867519978
8.01373060430924	-0.162050694800233	-0.986890734236824
8.0610770961695	-0.208594875181118	-0.978112050645673
8.10842357811675	-0.254671237274033	-0.967139505468741
8.155770050151	-0.300176434041927	-0.953997708143109
8.20311651227227	-0.345008399517994	-0.938716133622095
8.25046296448055	-0.389066577733555	-0.921329056263591
8.29780940677588	-0.432252148258958	-0.901875472953656
8.34515583915826	-0.474468247851625	-0.880399015637797
8.3925022616277	-0.515620187714108	-0.856947853456159
8.43984867418423	-0.555615665874854	-0.831574584702103
8.48719507682785	-0.594364974215339	-0.804336118846555
8.53454146955857	-0.631781199679221	-0.775293548892715
8.58188785237642	-0.667780419212214	-0.74451201434745
8.6292342252814	-0.702281887995464	-0.712060555116733
8.67658058827352	-0.735208220550232	-0.67801195665283
8.72392694135281	-0.766485564307678	-0.642442586700569
8.77127328451927	-0.79604376525447	-0.605432224008873
8.81861961777292	-0.823816525282665	-0.567063879391759
8.86596594111377	-0.849741550890981	-0.527423609540135
8.91331225454183	-0.873760692903902	-0.486600324002041
8.96065855805712	-0.895820076895288	-0.444685585764247
9.00800485165965	-0.915870224023928	-0.401773405882505
9.05535113534944	-0.933866162010058	-0.357960032621096
9.1026974091265	-0.949767526003913	-0.313343735574606
9.15004367299084	-0.963538649120098	-0.268024585256156
9.19738992694247	-0.975148642434727	-0.222104228646438
9.24473617098142	-0.984571464265905	-0.175685661207
9.29208240510768	-0.991785978582182	-0.128872995869138
9.33942862932128	-0.996776002407983	-0.081771229516534
9.38677484362223	-0.999530342119692	-0.034486007485406
9.43412104801055	-1.00004281855101	0.0128766133896197
9.48146724248624	-0.998312280851246	0.0602104026524455
9.52881342704932	-0.994342609065565	0.107409194491707
9.5761596016998	-0.988142705431276	0.154367125861838
9.6235057664377	-0.979726474409823	0.200978873924903
9.67085192126303	-0.969112791499215	0.247139892280645
9.71819806617581	-0.956325460896856	0.292746645454899
9.76554420117604	-0.941393162107774	0.337696841120441
9.81289032626374	-0.924349385617985	0.38188965952942
9.86023644143893	-0.905232357777301	0.425225979642779
9.90758254670162	-0.884084955060067	0.467608601449489
9.95492864205181	-0.860954607896146	0.508942463976946
10	-0.837141396576798	0.547229917476993
