x	 theta	 theta'
2.08320728627745	-0.157277731173612	1.29700866904004
2.09820396077699	-0.137775311154852	1.30315693160963
2.11316614259882	-0.11823684230185	1.30782393348973
2.12810108932034	-0.0986752466480379	1.31101768069157
2.14301609120966	-0.0791030825864778	1.31274550482005
2.15791847780528	-0.0595326111051031	1.31301403458757
2.17281562596291	-0.0399758603989679	1.31182917220537
2.18771496923676	-0.0204446891983522	1.30919607385733
2.20262400847923	-0.000950849185918576	1.30511913360292
2.21755032355649	0.0184939530934626	1.29960197019416
2.23250158608717	0.0378779943981993	1.29264741642756
2.24748557311778	0.0571894725707328	1.28425751079007
2.26251018164915	0.0764164434444612	1.27443349130091
2.27758344392308	0.0955467563564562	1.26317579160516
2.29271354336618	0.1145679877111	1.25048403954528
2.30790883106592	0.133467372001279	1.23635705863146
2.32317784262051	0.152231729650757	1.22079287306114
2.33852931515639	0.17084739099364	1.2037887172132
2.35397220423955	0.189300115654678	1.18534105087949
2.36951570031521	0.207575006538562	1.16544558191431
2.38516924418675	0.225656417579304	1.14409729850602
2.40094254087964	0.243527854345893	1.12129051393471
2.4168455710175	0.261171866553431	1.09701892751518
2.43288859854926	0.278569931499404	1.07127570648393
2.44908217328869	0.295702327446864	1.04405359493257
2.46543712623559	0.312547996032099	1.01534505759085
2.48196455501073	0.329084392916566	0.985142468406317
2.49867579591886	0.345287326179717	0.953438356549437
2.51558237811597	0.361130782431093	0.920225725791102
2.53269595405941	0.376586741407444	0.885498467236333
2.55002819883317	0.391624981055065	0.849251890186787
2.56759066906267	0.406212876973297	0.811483401368506
2.58539461001952	0.42031520286921	0.772193368607745
2.60345069733146	0.433893942669352	0.731386210591537
2.62176869781023	0.446908130524907	0.689071758299108
2.640357032949	0.459313742495969	0.64526693373849
2.65922222972584	0.471063673426924	0.599997784072332
2.67836824817013	0.48210784423259	0.553301888616913
2.69779568601208	0.492393497443905	0.505231115373361
2.71750088030854	0.501865749842404	0.455854634833664
2.73747495638023	0.51046847555472	0.405261996220559
2.75770291556133	0.518145583729373	0.353565937651317
2.77816289993953	0.524842722856166	0.300904456311102
2.79882581137249	0.53050938150861	0.247441551853748
2.81965547231543	0.535101263247747	0.193366044704533
2.84060947367965	0.538582707351174	0.138888033868981
2.86164074765653	0.540928840919941	0.084232929342095
2.88269974661671	0.542127125172229	0.0296335143057731
2.90373695179871	0.542178029641762	-0.0246790010765861
2.92470534207443	0.541094725207177	-0.0784836861860168
2.94556246696431	0.538901879922076	-0.131577175691693
2.96627188252335	0.535633801092605	-0.183778744004072
2.98680387131567	0.531332242997894	-0.234932918550643
3.00713551445175	0.526044184727304	-0.284909865726976
3.02725027361447	0.519819805771952	-0.333604079416367
3.04713726766553	0.512710789331277	-0.380931990589044
3.06679040909499	0.504768996750064	-0.426829054117401
3.08620752409006	0.496045496139566	-0.4712467330396
3.10538953519723	0.486589895195601	-0.514149652621565
3.12433974785937	0.476449916417645	-0.555513071167142
3.14306325502656	0.465671154536903	-0.595320723571645
3.16156645702363	0.454296964356213	-0.633563035728692
3.17985668469651	0.442368437864552	-0.670235676057299
3.1979419100877	0.429924439814277	-0.705338396600342
3.21583052842996	0.417001679732401	-0.738874113510791
3.23353119657662	0.403634805228172	-0.770848180243565
3.25105271510605	0.389856506561789	-0.801267813056966
3.26840394364405	0.375697626049145	-0.830141635468739
3.28559374111529	0.361187268335161	-0.857479315003116
3.30263092451603	0.346352909184296	-0.883291271395741
3.31952424135085	0.331220501465132	-0.907588440235293
3.33628235210921	0.315814577639333	-0.930382079846317
3.35291382011227	0.300158348442977	-0.951683612178382
3.36942710678411	0.284273797666221	-0.971504490712815
3.38583057094149	0.268181773059432	-0.98985609007775
3.40213247109322	0.251902073461034	-1.00674961330583
3.41834097002989	0.235453532279768	-1.02219601358454
3.4344641411931	0.218854097486394	-1.03620592802236
3.45050997646379	0.202120908285525	-1.04878962145096
3.46648639511681	0.185270368651458	-1.05995693865268
3.48240125376569	0.168318217924478	-1.06971726368123
3.49826235717765	0.151279598677001	-1.07807948515674
3.51407746987916	0.134169122072102	-1.08505196658316
3.52985432850273	0.11700093095053	-1.09064252087051
3.54560065484838	0.0997887608960305	-1.09485838835446
3.56132416965119	0.0825459995428344	-1.09770621769929
3.57703260706074	0.0652857444034732	-1.09919204915155
3.59273372985035	0.0480208595101364	-1.09932129968362
3.608435345384	0.0307640311787304	-1.09809874963352
3.62414532237759	0.0135278232222871	-1.09552853050972
3.63987160849831	-0.00367526804012588	-1.09161411369146
3.65562224885162	-0.0208327586106241	-1.08635829981802
3.67140540540911	-0.0379321210818169	-1.07976320872633
3.68722937743175	-0.0549607279242373	-1.07183026986989
3.70310262294105	-0.0719057933327809	-1.0625602132359
3.71903378128381	-0.0887543131317205	-1.05195306087736
3.73503169682302	-0.105493002189246	-1.04000811929948
3.75110544376488	-0.122108228735424	-1.02672397309304
3.76726435209738	-0.138585944910774	-1.01209848040364
3.78351803456318	-0.154911612795209	-0.996128771079259
3.79987641451306	-0.171070125077867	-0.978811248670315
3.8163497543761	-0.187045719426922	-0.960141597893456
3.83294868432645	-0.202821885505018	-0.940114799748026
3.84968423050642	-0.2183812634524	-0.918725157242326
3.86656784185824	-0.233705532530437	-0.895966335709049
3.88361141418947	-0.248775288491626	-0.871831423051939
3.9008273095059	-0.263569908134039	-0.846313017081919
3.91822836783322	-0.278067399434896	-0.819403349517897
3.93582790763738	-0.292244235683852	-0.791094459433266
3.95363970944583	-0.306075172222421	-0.761378433157069
3.97167797524529	-0.319533044854318	-0.730247733163992
3.9899572535463	-0.332588549896113	-0.697695645607219
4.00849231651323	-0.345210007452336	-0.663716885127783
4.02729797114774	-0.357363112213543	-0.628308406526272
4.04638878118407	-0.369010680444687	-0.59147048553133
4.06577867037041	-0.380112408604816	-0.55320814414869
4.08548037197232	-0.390624669148507	-0.513533007286895
4.10550468539775	-0.400500383485071	-0.472465681254076
4.12585950210475	-0.409689031463249	-0.430038731959732
4.14654857484908	-0.418136880597415	-0.386300296510059
4.16757003459674	-0.425787543400189	-0.341318266361217
4.18891471679978	-0.432582989696652	-0.295184812322882
4.21056444855318	-0.438465137928891	-0.248020772089954
4.23249056359378	-0.44337810408786	-0.199979115416988
4.25465302271927	-0.447271078360067	-0.151246430430319
4.27700056352715	-0.450101624162415	-0.102041300737986
4.29947221333744	-0.451838987130089	-0.0526087544048025
4.32200023568277	-0.452466845485556	-0.00321074272131398
4.34451419804312	-0.451984928801982	0.0458863236314442
4.36694549936582	-0.450409130968724	0.094425021629485
4.38923155130886	-0.447770091106338	0.142169052387692
4.41131893764085	-0.444110570543778	0.188912205326785
4.43316520346557	-0.439482172276026	0.234483247039133
4.45473928810434	-0.433941973984443	0.278746859775703
4.47602087664084	-0.427549517181783	0.321601477729171
4.49699905548926	-0.420364401896577	0.362975158705093
4.51767064205172	-0.412444557252019	0.402820563704052
4.53803847383799	-0.403845134245091	0.441109860609023
4.55810983946438	-0.394617903701658	0.477830066307928
4.577895143912	-0.384811025980304	0.512979081649887
4.59740683544663	-0.374469070716561	0.546562488442726
4.61665858171109	-0.363633188991643	0.578591065723546
4.63566466231816	-0.352341366552009	0.609078927285202
4.65443953834086	-0.34062870981671	0.638042164817181
4.67299755992858	-0.328527734477813	0.66549788505767
4.69135277795071	-0.31606863949715	0.691463543797913
4.70951883160673	-0.303279558037227	0.715956497429329
4.727508889954	-0.290186782364186	0.738993710131114
4.74533563062497	-0.276814962978593	0.760591569975549
4.76301124339732	-0.263187283929535	0.780765779609687
4.78054744974168	-0.249325617012432	0.799531296825497
4.7979555321098	-0.235250657731078	0.816902307612643
4.81524636868349	-0.220982045776437	0.832892219641932
4.8324304707275	-0.206538472499873	0.847513667981542
4.84951802070339	-0.191937777532575	0.860778527572258
4.86651891001224	-0.177197036379399	0.872697928881352
4.8834427757231	-0.162332640521108	0.883282274449415
4.90029903597551	-0.147360371305047	0.892541254914767
4.91709692396352	-0.132295468692769	0.900483863674137
4.93384552055114	-0.117152695761532	0.907118409708516
4.95055378565834	-0.101946399720449	0.912452528335013
4.96723058861138	-0.0866905700962085	0.916493189785304
4.98388473768206	-0.0713988946630243	0.919246705590607
5.00052500905793	-0.0560848136324056	0.92071873279413
5.01716017549323	-0.0407615725771519	0.92091427602955
5.03379903489409	-0.0254422745378231	0.919837687508526
5.05045043909224	-0.0101399317468853	0.917492664958813
5.06712332306212	0.00513248259559585	0.913882247552242
5.083826734836	0.0203619820512178	0.909008809862988
5.10056986637214	0.035535513713612	0.902874053904718
5.11736208563074	0.050639903524764	0.895478999314471
5.13421297011079	0.0656617995991208	0.886823971786092
5.15113234209581	0.080587612961476	0.876908589912914
5.16813030584641	0.0954034550343006	0.865731750686382
5.18521728695641	0.110095071123337	0.853291614025876
5.20240407405396	0.124647769044394	0.839585586901034
5.2197018629688	0.139046341906551	0.824610307873528
5.23712230339127	0.153274983914265	0.808361633261625
5.25467754790014	0.167317197870304	0.790834626661278
5.27238030300912	0.181155692850511	0.772023554302813
5.29024388154247	0.194772270279654	0.751921889767379
5.3082822551452	0.20814769636779	0.730522333050706
5.32651010499293	0.221261558578186	0.707816851008192
5.34494286768611	0.234092103512427	0.683796749072146
5.36359677175134	0.246616053357891	0.658452788110046
5.3824888579286	0.258808397924571	0.63177536580892
5.40163697323097	0.27064215943759	0.603754789570721
5.42105972427073	0.282088127878464	0.574381678266874
5.44077636912498	0.293114566161846	0.543647544108176
5.46080661859081	0.303686887404951	0.511545624088878
5.48117030666788	0.313767311941173	0.478072053342354
5.50188687648737	0.323314520952356	0.443227499578741
5.52297461264999	0.332283338586848	0.407019405306226
5.54444953711022	0.340624497558689	0.369465004463658
5.56632388031667	0.348284576651769	0.33059527522944
5.58860405545897	0.355206242518849	0.290459930532154
5.61128812231865	0.361328977376602	0.249133386095986
5.63436285437621	0.366590512032102	0.206721329618403
5.65780073611955	0.370929176200111	0.163367016739406
5.68155749607502	0.374287275316405	0.119255806871651
5.70557102639153	0.3766153610574	0.0746159679921853
5.729762567105	0.377876894613883	0.0297138466471557
5.75404065689073	0.378052432283318	-0.0151574922356623
5.7783075690904	0.37714231429956	-0.0596951596721547
5.80246707024223	0.375167090540405	-0.103605865390469
5.82643183928793	0.372165529333756	-0.146623845283812
5.85012905812143	0.368190740705972	-0.188523851135395
5.87350339221337	0.363305371223516	-0.229127549134781
5.89651740527119	0.357576852238727	-0.268303654786821
5.91915002687239	0.351073403468415	-0.305963453679593
5.94139389403305	0.343861113768192	-0.342053766414799
5.96325230107076	0.336002105077698	-0.376549143413044
5.98473627154265	0.327553600031399	-0.409444504589916
6.00586203523602	0.318567648015014	-0.440748866391985
6.02664901451781	0.309091276066566	-0.470480367382186
6.04711831177522	0.299166878229439	-0.498662539550466
6.06729163237693	0.288832711585125	-0.525321644148948
6.08719055764653	0.278123414903499	-0.55048485179862
6.10683608374068	0.267070501843746	-0.574179056945542
6.12624835371498	0.25570280518075	-0.596430148917667
6.14544652456213	0.244046863887847	-0.617262599602603
6.16444872500688	0.232127253689404	-0.636699262929531
6.18327207178802	0.219966866146704	-0.654761310625356
6.20193272164319	0.207587143132684	-0.671468251522579
6.22044594338914	0.195008273832198	-0.686837998659021
6.23882619973347	0.182249360909374	-0.700886960598225
6.25708723217706	0.16932856165555	-0.713630141916469
6.27524214494827	0.156263209020647	-0.725081243609793
6.29330348565959	0.143069916567142	-0.735252758042094
6.31128332153725	0.129764670627028	-0.744156055568043
6.32919331082294	0.116362912305695	-0.751801461550097
6.34704476941612	0.102879611459291	-0.758198323452237
6.36484873310758	0.0893293343610404	-0.763355068246747
6.38261601591502	0.0757263064512858	-0.767279250659955
6.40035726511425	0.062084471320085	-0.769977592906526
6.41808301359467	0.0484175468860803	-0.771456016584649
6.43580373017566	0.0347390795995575	-0.771719667369078
6.45352986851462	0.021062497401877	-0.770772933072965
6.4712719152253	0.0074011621108031	-0.768619455570511
6.48904043781312	-0.00623157813340547	-0.765262136992185
6.50684613302408	-0.0198223357363717	-0.760703140530317
6.52469987619819	-0.0333576291951491	-0.754943886131294
6.54261277221567	-0.0468238266491984	-0.747985041306787
6.56059620862454	-0.0602070867081672	-0.739826507276782
6.57866191153824	-0.073493295746927	-0.730467400670029
6.59682200488729	-0.0866680007506074	-0.719906031064738
6.61508907359315	-0.0997163366540178	-0.708139874771198
6.63347623119427	-0.112622946945827	-0.695165545463726
6.65199719237869	-0.125371896092068	-0.680978762598884
6.67066635073913	-0.137946572068879	-0.66557431906407
6.68949886183033	-0.150329576973277	-0.648946050264045
6.70851073121931	-0.16250260329622	-0.631086807987138
6.72771890659547	-0.17444629298962	-0.61198844406439
6.7471413720285	-0.186140075940431	-0.591641811285653
6.76679724094536	-0.19756198389595	-0.570036792616396
6.78670684207745	-0.208688435307324	-0.547162374969935
6.8068917891135	-0.219493986064493	-0.523006791344588
6.82737501952305	-0.229951040865906	-0.497557766024538
6.84818078020303	-0.240029520336058	-0.470802913098519
6.86933452620044	-0.249696480574316	-0.442730360456407
6.89086268248732	-0.258915685627994	-0.413329701571579
6.91279219629446	-0.267647141160558	-0.382593417321419
6.9351497781325	-0.275846612074277	-0.350518959644266
6.95796069477955	-0.283465172085333	-0.317111742904724
6.98124694394654	-0.290448874456479	-0.282389331416736
7.00502462568308	-0.296738695234646	-0.246387105628129
7.02930036595455	-0.302270983600557	-0.209165564485922
7.05406680254727	-0.306978743640323	-0.170819068739993
7.07929748249614	-0.310794122422792	-0.131485133637929
7.10494206820627	-0.313652401607962	-0.0913523296923595
7.13092337342324	-0.315497471783738	-0.0506637512190815
7.15713806137771	-0.316288169245681	-0.00971263788574079
7.18346230922858	-0.316004153702423	0.0311719515131621
7.20976218914813	-0.314649642082074	0.0716482942377609
7.23590657791279	-0.312253710802098	0.111389133280408
7.26177929488748	-0.308866987530377	0.150106045714127
7.28728762486101	-0.304555762294994	0.187565586312664
7.31236599951226	-0.299395179503245	0.223595184132405
7.33697530916037	-0.293463026969967	0.258080172999482
7.36109929514344	-0.28683501654364	0.290955167385664
7.38473961710289	-0.27958178603154	0.32219311935529
7.40791082110712	-0.271767404819397	0.351794524208146
7.43063592526897	-0.263448978110387	0.379778149064463
7.45294291273991	-0.254676940258107	0.406173779671211
7.47486214779916	-0.245495710558011	0.431016937556608
7.49642459253412	-0.235944487537918	0.454345261622302
7.51766065498341	-0.226058046558344	0.476196175437386
7.53859950340617	-0.215867470030539	0.496605486148913
7.55926870708843	-0.205400781159867	0.515606624590484
7.57969409542902	-0.194683476278478	0.533230306505136
7.59989975604576	-0.183738963246963	0.549504457043564
7.61990811636898	-0.172588918619412	0.564454290095812
7.63974007125054	-0.161253577437124	0.578102470682369
7.65941513221268	-0.149751968649177	0.590469314608841
7.67895158311686	-0.138102107437187	0.60157299734007
7.6983666332449	-0.126321153794141	0.61142975580951
7.7176765628855	-0.114425544893612	0.620054074442351
7.7368968591525	-0.102431107219335	0.627458851380537
7.75604234139995	-0.0903531531389788	0.633655543717559
7.77512727657969	-0.0782065655845583	0.638654292147976
7.79416548544266	-0.0660058737099681	0.642464026262146
7.81317044077368	-0.0537653217935368	0.64509255206874
7.83215535897585	-0.0414989332031191	0.646546623399667
7.8511332863546	-0.0292205709112513	0.646831998766839
7.87011718143671	-0.0169439958128996	0.645953485074458
7.88911999462378	-0.00468292393882398	0.643914969390918
7.90815474644097	0.00754891644073099	0.640719439779255
7.92723460560838	0.0197377268743135	0.636368995991384
7.94637296814121	0.0318695790036886	0.630864850660208
7.96558353867536	0.0439303520683632	0.624207321483962
7.98488041521791	0.0559056665720478	0.616395814798247
8.00427817853077	0.0677808129164856	0.607428800885926
8.02379198736424	0.0795406736324549	0.59730378140252
8.0434376807502	0.091169637605374	0.586017249424458
8.06323188852083	0.102651504393605	0.573564642904681
8.08319215110382	0.113969376358336	0.559940292814127
8.10333704940264	0.125105535849486	0.545137368063823
8.12368634511516	0.136041304105478	0.529147820601166
8.14426113103962	0.146756877810028	0.511962336098247
8.16508398955003	0.157231138396144	0.493570298767499
8.1861791551638	0.167441428202978	0.473959783605374
8.20757267345652	0.177363286518794	0.453117596610978
8.22929254271418	0.186970137503521	0.431029394492303
8.25136881545544	0.196232921246842	0.407679931867865
8.27383362253991	0.205119659333193	0.383053508563323
8.29672106050396	0.213594948315966	0.357134725735942
8.32006684976626	0.221619380412288	0.329909711377544
8.34390762381666	0.229148903984263	0.301368047019488
8.36827964520523	0.236134162759121	0.27150571833857
8.3932166668048	0.242519901091931	0.240329511449942
8.4187465863071	0.248244604275197	0.207863344684875
8.44488653267155	0.253240667149926	0.174156967848189
8.47163618745169	0.257435543180905	0.139297096785007
8.49896965358251	0.260754463190618	0.10342012562451
8.52682718264527	0.263125282436136	0.0667239049993654
8.55510940958704	0.264485587761824	0.0294740387949989
8.58367763552814	0.264791226009694	-0.00800091045903659
8.61236285155955	0.264024180974398	-0.0453289843718399
8.64098301733562	0.262197094097097	-0.0821272469036015
8.66936412207808	0.259352539107945	-0.118038717298832
8.69735867228463	0.255557205845751	-0.152762987295319
8.7248568674899	0.250893080307212	-0.186073074131967
8.75178932750592	0.245448336149785	-0.217817422571573
8.7781232559374	0.239309957754033	-0.247910957873273
8.80385508315599	0.232558910702367	-0.276320736880961
8.82900225220395	0.225267709965298	-0.303050799838178
8.85359580952977	0.217499769589839	-0.328128941978326
8.87767451995186	0.209309850668532	-0.351596457290525
8.90128060230115	0.200745057715284	-0.373500857318774
8.92445687045216	0.191846016147319	-0.393891078337228
8.9472449625557	0.182648020548497	-0.412814561069697
8.9696843507188	0.173182053342976	-0.430315638552303
8.99181187775715	0.163475640554359	-0.446434784163171
9.01366163085737	0.153553547313234	-0.461208393459172
9.03526501804779	0.14343833212372	-0.474668875910553
9.05665095735486	0.133150784078311	-0.48684491012716
9.07784612061939	0.122710266706246	-0.497761771004367
9.09887519624807	0.112134989183475	-0.507441674197976
9.11976115009574	0.101442221966255	-0.51590410732733
9.14052547333544	0.0906484703843339	-0.523166132318458
9.16118841223333	0.0797696166919032	-0.529242652339239
9.18176917841287	0.0688210386135358	-0.534146641967892
9.20228614031643	0.0578177105053028	-0.537889342013016
9.22275699772444	0.0467742917987233	-0.540480421714005
9.24319894175485	0.035705206318466	-0.541928111501246
9.26362880298491	0.0246247152829196	-0.542239309465432
9.28406319036879	0.0135469862428872	-0.541419664406262
9.30451862356846	0.00248615983562401	-0.539473637940664
9.32501166122737	-0.00854358400943434	-0.536404547729322
9.34555902763446	-0.0195279589077475	-0.532214593472958
9.36617774016625	-0.0304525024324909	-0.526904866962745
9.38688523986641	-0.0413025025918068	-0.5204753471598
9.40769952752485	-0.0520629187351303	-0.512924881043291
9.42863930764482	-0.0627182950461931	-0.504251150827015
9.44972414272002	-0.0732526644812024	-0.494450628134498
9.47097462025502	-0.0836494406045056	-0.483518515897971
9.49241253490021	-0.0938912942396485	-0.471448679196487
9.51406108785427	-0.103960011163683	-0.458233567115948
9.53594510517142	-0.113836326193901	-0.443864129226327
9.55809127556935	-0.123499727912824	-0.428329732788687
9.58052840638686	-0.132928226917233	-0.411618090895046
9.60328769287062	-0.142098078848241	-0.393715218302591
9.62640298996854	-0.150983451604621	-0.374605442154386
9.64991106564629	-0.159556024229115	-0.354271511265845
9.67385179783144	-0.167784503422845	-0.332694873544839
9.69826824939928	-0.175634043461657	-0.309856231376687
9.72320651115815	-0.183065558486493	-0.285736546432432
9.74871513338489	-0.190034926702199	-0.260318757088133
9.77484386285899	-0.196492111371952	-0.233590601453627
9.80164125952837	-0.202380276529996	-0.205549105583537
9.82915059957489	-0.207635075934269	-0.176207466958288
9.85740334957303	-0.212184465694299	-0.145605126332559
9.8864096063046	-0.215949643118223	-0.113821511801784
9.91614559691944	-0.218847987246406	-0.0809927914087081
9.94654005118555	-0.220798949130835	-0.0473285048982994
9.97746393533735	-0.221733283857895	-0.0131214454770267
10	-0.22174892633731	0.0116794641450359
