-3	-0.999978632326396	3.82331199007872E-06
-2.9	-0.999959644723288	7.06113769072525E-06
-2.8	-0.99992526941427	1.27658058359833E-05
-2.7	-0.999864306726765	2.25892846898007E-05
-2.6	-0.999758405368091	3.91175439594533E-05
-2.5	-0.999578213503831	6.62796654631803E-05
-2.4	-0.99927792527529	0.000109860655545636
-2.3	-0.9987878297982	0.000178097222027172
-2.2	-0.998004529900172	0.000282298475201751
-2.1	-0.99677866822126	0.000437380317939026
-2	-0.994900318508938	0.000662135077838773
-1.9	-0.99208270005609	0.00097898402797553
-1.8	-0.989154184273649	5.1067288951643E-05
-1.7	-0.983908575962058	2.02317226188635E-05
-1.6	-0.976552972126066	0.00011060514064633
-1.5	-0.966440566449617	0.000279998908430698
-1.4	-0.952809572542964	0.000556751427055243
-1.3	-0.934793349053338	0.000982143794797521
-1.2	-0.910917133763266	0.000493787256992628
-1.1	-0.88107782861032	0.000818724442913381
-0.999999999999998	-0.842729958487198	0.000508753569909685
-0.899999999999998	-0.796890924831619	0.00129218025842944
-0.799999999999998	-0.742086639853769	0.001075596690609
-0.699999999999998	-0.677791154283858	0.000835792269594979
-0.599999999999998	-0.603850136707246	0.000597851010758873
-0.499999999999998	-0.520450833623744	0.0015863336436404
-0.399999999999998	-0.428373893997499	0.000877615042751589
-0.299999999999998	-0.328621906874902	0.000392763052291717
-0.199999999999998	-0.222701903548296	0.00012131484716036
-0.0999999999999985	-0.112462893687389	1.55438944838631E-05
1.52655665885959E-15	1.72253473124809E-15	0
0.100000000000002	0.112462893687392	1.55438944838474E-05
0.200000000000002	0.222701903548299	0.00012131484716036
0.300000000000002	0.328621906874905	0.000392763052291717
0.400000000000002	0.428373893997502	0.000877615042751714
0.500000000000002	0.520450833623747	0.00158633364364046
0.600000000000002	0.603850136707249	0.00059785101075881
0.700000000000002	0.67779115428386	0.000835792269594916
0.800000000000001	0.742086639853771	0.00107559669060906
0.900000000000001	0.796890924831621	0.00129218025842944
1	0.843921292239979	0.00130415968986798
1.1	0.881077828610322	0.000818724442913366
1.2	0.910917133763266	0.000493787256992607
1.3	0.934793349053339	0.000982143794797518
1.4	0.952809572542964	0.000556751427055218
1.5	0.966440566449617	0.000279998908430685
1.6	0.976552972126066	0.000110605140646325
1.7	0.983908575962058	2.02317226188632E-05
1.8	0.989154184273649	5.10672889516428E-05
1.9	0.99208270005609	0.000978984027975518
2	0.994900318508938	0.000662135077838767
2.1	0.99677866822126	0.000437380317939019
2.2	0.998004529900172	0.000282298475201748
2.3	0.9987878297982	0.000178097222027169
2.4	0.99927792527529	0.000109860655545635
2.5	0.999578213503831	6.62796654631791E-05
2.6	0.999758405368091	3.91175439594527E-05
2.7	0.999864306726765	2.25892846898002E-05
2.8	0.99992526941427	1.27658058359831E-05
2.9	0.999959644723288	7.06113769072511E-06
