# x  S(x)  S'(x)  Integral
0 1 -0.45969769413186 0
0.101010101010101 0.95356588948163 -0.45969769413186 0.0986649439132136
0.202020202020202 0.907131778963261 -0.45969769413186 0.192639573632653
0.303030303030303 0.860697668444891 -0.45969769413186 0.281923889158317
0.404040404040404 0.814263557926521 -0.45969769413186 0.366517890490206
0.505050505050505 0.767829447408151 -0.45969769413186 0.446421577628321
0.606060606060606 0.721395336889782 -0.45969769413186 0.521634950572661
0.707070707070707 0.674961226371412 -0.45969769413186 0.592158009323226
0.808080808080808 0.628527115853042 -0.45969769413186 0.657990753880017
0.909090909090909 0.582093005334672 -0.45969769413186 0.719133184243033
1.01010101010101 0.53312470724216 -0.713091109670373 0.775572544148223
1.11111111111111 0.458561114650808 -0.763268023638396 0.825700349758543
1.21212121212121 0.378929146911171 -0.813444937606418 0.868040500806693
1.31313131313131 0.294228804023249 -0.863621851574441 0.902081040206986
1.41414141414141 0.204460085987042 -0.913798765542463 0.927310010873737
1.51515151515152 0.109622992802549 -0.963975679510485 0.943215455721261
1.61616161616162 0.00971752446977198 -1.01415259347851 0.949285417663872
1.71717171717172 -0.0952563190112905 -1.06432950744653 0.945007939615885
1.81818181818182 -0.205298537640638 -1.11450642141455 0.929871064491615
1.91919191919192 -0.320409131418271 -1.16468333538258 0.903362835205376
2.02020202020202 -0.431526285427835 -0.757418037954253 0.865062223974074
2.12121212121212 -0.506081298534315 -0.718771221554053 0.817675446006051
2.22222222222222 -0.576732592812492 -0.680124405153853 0.762955016149913
2.32323232323232 -0.643480168262366 -0.641477588753653 0.701295249438824
2.42424242424242 -0.706324024883937 -0.602830772353453 0.633090460905944
2.52525252525253 -0.765264162677205 -0.564183955953253 0.558734965584436
2.62626262626263 -0.82030058164217 -0.525537139553053 0.478623078507461
2.72727272727273 -0.871433281778832 -0.486890323152853 0.393149114708183
2.82828282828283 -0.918662263087191 -0.448243506752653 0.302707389219761
2.92929292929293 -0.961987525567246 -0.409596690352454 0.20769221707536
3.03030303030303 -0.993173028899184 -0.0911667395585337 0.108621478381268
3.13131313131313 -0.997738414612218 0.000772102440469782 0.007992224064892
3.23232323232323 -0.99301704860818 0.0927109444394736 -0.0926291524590094
3.33333333333333 -0.979008930887072 0.184649786438477 -0.192304595461439
3.43434343434343 -0.955714061448892 0.276588628437481 -0.290096049213398
3.53535353535354 -0.923132440293641 0.368527470436485 -0.385065457985893
3.63636363636364 -0.881264067421319 0.460466312435488 -0.476274766049923
3.73737373737374 -0.830108942831926 0.552405154434492 -0.562785917676493
3.83838383838384 -0.769667066525462 0.644343996433496 -0.643660857136606
3.93939393939394 -0.699938438501927 0.7362828384325 -0.717961528701264
4.04040404040404 -0.627422696213747 0.661108429136483 -0.784879482697043
4.14141414141414 -0.557578273055435 0.721811149398099 -0.844779629191321
4.24242424242424 -0.481602261991909 0.782513869659716 -0.897315107290557
4.34343434343434 -0.399494663023169 0.843216589921332 -0.941866564681093
4.44444444444444 -0.311255476149215 0.903919310182949 -0.977814649049271
4.54545454545454 -0.216884701370048 0.964622030444565 -1.00454000808143
4.64646464646465 -0.116382338685667 1.02532475070618 -1.02142328946392
4.74747474747475 -0.00974838809607173 1.0860274709678 -1.02784514088308
4.84848484848485 0.103017150398737 1.14673019122942 -1.02318621002524
4.94949494949495 0.22191427679876 1.20743291149103 -1.00682714457676
5.05050505050505 0.32408244572192 0.793735352487307 -0.978716627337305
5.15151515151515 0.402927269077236 0.767392149947944 -0.941976566576831
5.25252525252525 0.479111162883121 0.74104894740858 -0.897406772626397
5.35353535353535 0.552634127139576 0.714705744869217 -0.845276026248571
5.45454545454545 0.623496161846599 0.688362542329853 -0.785853108205925
5.55555555555556 0.691697267004192 0.66201933979049 -0.719406799261024
5.65656565656566 0.757237442612355 0.635676137251126 -0.646205880176439
5.75757575757576 0.820116688671087 0.609332934711763 -0.566519131714738
5.85858585858586 0.880335005180388 0.582989732172399 -0.48061533463849
5.95959595959596 0.937892392140258 0.556646529633036 -0.388763269710264
6.06060606060606 0.972798725590728 0.181618450591906 -0.29182594071366
6.16161616161616 0.986640523306398 0.09244914417835 -0.192788545982762
6.26262626262626 0.991475320374233 0.00327983776479493 -0.0928078888890623
6.36363636363636 0.987303116794235 -0.0858894686487609 0.00720623252220592
6.46464646464646 0.974123912566403 -0.175058775062317 0.106344020205806
6.56565656565657 0.951937707690736 -0.264228081475873 0.203695676116502
6.66666666666667 0.920744502167236 -0.353397387889428 0.298351402209058
6.76767676767677 0.880544295995902 -0.442566694302984 0.389401400438238
6.86868686868687 0.831337089176735 -0.531736000716539 0.475935872758808
6.96969696969697 0.773122881709733 -0.620905307130095 0.557045021125531
7.07070707070707 0.713080240741913 -0.601844653067005 0.632067248698289
7.17171717171717 0.648751813098961 -0.671858214263455 0.700906174623657
7.27272727272727 0.577351308567478 -0.741871775459905 0.762890103974559
