# x  S(x)  S'(x)  Integral
0 1 -0.313436046419638 0
0.101010101010101 0.968189054551946 -0.317912986967915 0.0994072941374468
0.202020202020202 0.935473676669897 -0.331343808612748 0.195563296123828
0.303030303030303 0.900949433919857 -0.353728511354135 0.288330970741871
0.404040404040404 0.863711893867831 -0.385067095192076 0.377481925962789
0.505050505050505 0.822856624079824 -0.425359560126573 0.462696412946282
0.606060606060606 0.777479192121838 -0.474605906157624 0.543563326040532
0.707070707070707 0.726675165559881 -0.53280613328523 0.61958020278221
0.808080808080808 0.669540111959955 -0.599960241509391 0.690153223896469
0.909090909090909 0.605169598888066 -0.676068230830106 0.754597213296949
1.01010101010101 0.532659586385566 -0.761013536068929 0.812135639076876
1.11111111111111 0.451626849281016 -0.841041466168983 0.861915119239355
1.21212121212121 0.363235692701363 -0.906710241675974 0.903125628174889
1.31313131313131 0.268936536302472 -0.958019862589901 0.935097144706996
1.41414141414141 0.170179799740207 -0.994970328910766 0.95730615469514
1.51515151515152 0.0684159026704336 -1.01756164063857 0.969375651034731
1.61616161616162 -0.034904735250983 -1.0257937977733 0.971075133657125
1.71717171717172 -0.138331694368178 -1.01966680031498 0.962320609529624
1.81818181818182 -0.240414555025286 -0.99918064826359 0.943174592655476
1.91919191919192 -0.339702897566443 -0.964335341619138 0.913846104073874
2.02020202020202 -0.434747515713293 -0.915311066941807 0.87469066573179
2.12121212121212 -0.524356439219529 -0.858053980717692 0.826202389017481
2.22222222222222 -0.607911625400913 -0.795447067909746 0.768963901489624
2.32323232323232 -0.684872687733827 -0.72749032851797 0.703613984015561
2.42424242424242 -0.75469923969465 -0.654183762542363 0.630846001959965
2.52525252525253 -0.816850894759764 -0.575527369982927 0.551407905184848
2.62626262626263 -0.87078726640555 -0.49152115083966 0.466102228049553
2.72727272727273 -0.915967968108388 -0.402165105112563 0.375786089410762
2.82828282828283 -0.95185261334466 -0.307459232801635 0.28137119262249
2.92929292929293 -0.977900815590745 -0.207403533906878 0.183823825536089
3.03030303030303 -0.99357619290947 -0.102394462486372 0.0841648301624692
3.13131313131313 -0.998652199700112 0.00131281743236088 -0.0165409428886885
3.23232323232323 -0.993427484458345 0.101559833755318 -0.11723626331121
3.33333333333333 -0.978251568759501 0.1983465864825 -0.216898306736938
3.43434343434343 -0.95347397417891 0.291673075613905 -0.314539554007346
3.53535353535354 -0.919444222291903 0.381539301149534 -0.409207791173539
3.63636363636364 -0.876511834673812 0.467945263089388 -0.499986109496246
3.73737373737374 -0.825026332899966 0.550890961433465 -0.585992905445832
3.83838383838384 -0.765337238545697 0.630376396181767 -0.666381880702286
3.93939393939394 -0.697794073186335 0.706401567334292 -0.740342042155229
4.04040404040404 -0.622753878388028 0.778408115572955 -0.807097777863414
